,Image,F1,Jaccard,Recall,Precision
312,1317.jpg,0.9488054607508534,0.9025974025974026,0.9947701624002202,0.906900878293601
313,149.jpg,0.9641889858561541,0.9308541545613016,0.9757880310644129,0.9528624535315985
314,271.jpg,0.9562289562289562,0.9161290322580645,0.9867963863794301,0.9274983670803396
315,797.jpg,0.9222336416581021,0.8556897647806738,0.9628040057224606,0.8849441157133465
316,2641.jpg,0.8516370439663237,0.7416096448354513,0.9035331480746328,0.805378627034678
317,895.jpg,0.9688814129520604,0.9396411092985318,0.9852631578947368,0.9530355097365406
318,2072.jpg,0.9344300822561693,0.8769298632554036,0.9173973234886941,0.9521072796934866
319,2454.jpg,0.965497076023392,0.933295647258338,0.9699212783456703,0.9611130515775993
320,2600.jpg,0.8907038193610377,0.8029449978345604,0.9671361502347418,0.8254674977738201
321,885.jpg,0.9652411282984532,0.9328174463594794,0.9930724583411347,0.9389272437599575
322,212.jpg,0.0,0.0,0.0,0.0
323,2605.jpg,0.8424636335499847,0.727807486631016,0.9128101945003353,0.782183908045977
324,1128.jpg,0.9837983798379839,0.9681133746678476,0.9869479560006567,0.9806688417618271
325,1451.jpg,0.8750000000000001,0.7777777777777778,0.9625,0.8020833333333334
326,1701.jpg,0.9149318941146235,0.8432022738038845,0.9933035714285714,0.8480228680323963
327,1077.jpg,0.9826086956521738,0.9658119658119658,0.9890590809628009,0.9762419006479481
328,723.jpg,0.9622381029722268,0.9272243524532436,0.9707520891364902,0.9538721622927064
329,1742.jpg,0.904389657245941,0.8254665203073546,0.9703225806451613,0.8468468468468469
330,518.jpg,0.830135039090263,0.7095990279465371,0.9831649831649831,0.7183271832718328
331,1620.jpg,0.9702047158975745,0.9421335782705682,0.9948732160177359,0.9467299578059072
